 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,hindalamerimp4-00028.jpeg:1_2_l,159,201.667,333.333,-2.05,158.435,4,1,2,1,1,calf
2,hindalamerimp4-00028.jpeg:1_2_w,44,217.833,332.667,-90.888,43.005,4,1,2,1,1,calf
