 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,tom_quinneymp4-00030.jpeg:1_2_l,1352,607.5,726,-61.955,1350.588,2,1,2,1,1,unidentified
2,tom_quinneymp4-00030.jpeg:1_2_w,267,513.5,525.5,28.971,266.327,2,1,2,1,1,unidentified
