 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,BastianSaputra2_1mp4-00010.jpeg:1_1_l,104,1134.833,588.667,-103.901,102.674,4,2,2,1,1,unidentified
2,BastianSaputra2_1mp4-00010.jpeg:1_1_w,28,1137.167,573.333,-13.69,26.76,4,2,2,1,1,unidentified
