 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,BastianSaputra1mp4-00109.jpeg:5_3_l,115,1698.667,370.333,7.229,113.905,9,2,2,1,1,unidentified
2,BastianSaputra1mp4-00109.jpeg:5_3_w,25,1715.833,367.167,-82.093,24.23,9,2,2,1,1,unidentified
