 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,Rappler_1mp4-00019.jpeg:1_4_l,250,1033,620,-51.843,249.263,4,2,8,2,1,unidentified
2,Rappler_1mp4-00019.jpeg:1_4_w,62,1067,658,38.367,61.221,4,2,8,2,1,unidentified
3,Rappler_1mp4-00019.jpeg:2_3_l,241,1324,425,-90.477,240.008,4,2,8,2,1,unidentified
4,Rappler_1mp4-00019.jpeg:2_3_w,62,1320.333,469.5,-0.626,61.004,4,2,8,2,1,unidentified
