 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,b47r_1mp4-00038.jpeg:1_4_l,652,928.5,647,-162.651,650.597,4,1,2,1,1,female 
2,b47r_1mp4-00038.jpeg:1_4_w,159,1016.5,612,-71.91,157.801,4,1,2,1,1,female 
