 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,bambryan_1mp4-00015.jpeg:1_3_l,407,425,596.458,7.872,405.824,2,1,2,1,1,female
2,bambryan_1mp4-00015.jpeg:1_3_w,82,492.833,571.333,-81.04,81.326,2,1,2,1,1,female
