 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,dronesharkappmp4-00052.jpeg:1_5_l,1265,592.5,985.5,-88.231,1263.602,2,1,2,1,1,unidentified 
2,dronesharkappmp4-00052.jpeg:1_5_w,301,591,816,2.291,300.24,2,1,2,1,1,unidentified 
