 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,dronesharkapp3mp4-00088.jpeg:1_10_l,543,360.25,627.75,-30.42,542.131,2,1,2,1,1,unidentified
2,dronesharkapp3mp4-00088.jpeg:1_10_w,121,279,579.5,57.639,119.57,2,1,2,1,1,unidentified
