 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,Evan_Trotzuk_1bmp4-01166.jpeg:4_2_l,162,960.5,483.333,31.918,161.403,4,1,2,1,1,unidentified
2,Evan_Trotzuk_1bmp4-01166.jpeg:4_2_w,35,943.938,495.625,-55.777,33.561,4,1,2,1,1,unidentified 
