 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,saltyseadog.sydney_1mp4-00021.jpeg:1_5_l,344,291.5,594,-56.542,342.808,2,1,1,1,1,unidentified
2,saltyseadog.sydney_1mp4-00021.jpeg:1_5_w,79,305.5,642,34.095,78.492,2,1,1,1,1,unidentified
