 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,kayleighbrown2mp4-00021.jpeg:1_3_l,616,285.875,660.625,-92.261,614.728,2,1,1,1,1,female ,kayleighbrown2mp4-00043.jpeg:2_2_l
2,kayleighbrown2mp4-00021.jpeg:1_3_w,167,284,565.5,-2.415,166.148,2,1,1,1,1,female ,kayleighbrown2mp4-00043.jpeg:2_2_w
