 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NEOM_2024.01.17mp4-00029.jpeg:1_3_l,513,949,594.5,-66.787,512.489,4,1,2,1,1,unidentified
2,NEOM_2024.01.17mp4-00029.jpeg:1_3_w,141,922.5,524,22.714,139.846,4,1,2,1,1,unidentified 
