 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NEOM_DJI_2024.01.31_bmp4-00036.jpeg:1_1_l,553,1046.5,448,-104.791,552.302,2,1,1,1,1,unidentified
2,NEOM_DJI_2024.01.31_bmp4-00036.jpeg:1_1_w,126,1063.625,371.875,-15.457,124.762,2,1,1,1,1,unidentified 
