 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NEOM_DJI_2024.02.05_bmp4-00005.jpeg:1_1_l,433,922,521.5,-103.94,431.714,4,1,2,1,1,unidentified
2,NEOM_DJI_2024.02.05_bmp4-00005.jpeg:1_1_w,106,947,457.5,-12.707,104.561,4,1,2,1,1,unidentified 
