 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NEOM_DJI_2024.02.05_amp4-00021.jpeg:1_2_l,519,1027.5,565,-125.808,517.889,4,1,2,1,1,unidentified
2,NEOM_DJI_2024.02.05_amp4-00021.jpeg:1_2_w,118,1065.5,503.5,-35.991,117.414,4,1,2,1,1,unidentified 
