 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NEOM_DJI_2024.01.31_cmp4-00040.jpeg:1_1_l,508,889,520.5,-11.731,506.582,4,1,1,1,2,unidentified
2,NEOM_DJI_2024.01.31_cmp4-00040.jpeg:1_1_w,106,815.5,504.5,-100.452,104.738,4,1,1,1,2,unidentified 
