 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NEOM_8th_Maymp4-00053.jpeg:1_3_l,244,391.625,309.5,29.278,243.333,2,1,2,1,1,unidentified
2,NEOM_8th_Maymp4-00053.jpeg:1_3_w,52,420.125,301.5,-59.376,50.55,2,1,2,1,1,unidentified
