 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,Ferty_Friwenmp4-00078.jpeg:6_5_l,120,36.75,116.375,-76.87,118.857,4,1,2,1,1,unidentified
2,Ferty_Friwenmp4-00078.jpeg:6_5_w,27,36.875,128,11.86,25.545,4,1,2,1,1,unidentified 
