 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,road_tripping_ryansmp4-00017.jpeg:1_3_l,562,485,1082.5,-101.731,560.711,2,1,2,1,1,female 
2,road_tripping_ryansmp4-00017.jpeg:1_3_w,146,491,989,-11.155,144.734,2,1,2,1,1,female 
