 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,TonyAiling_1mp4-00153.jpeg:1_2_l,357,708.75,508.25,2.014,355.72,4,1,2,1,2,unidentified 
2,TonyAiling_1mp4-00153.jpeg:1_2_w,79,653.25,520,-88.164,78.04,4,1,2,1,2,unidentified 
